atr_mult,rebound,vol_block,atr_fast,atr_slow,final,max_dd_pct,months_up_pct,median_year_pct,years_up,trades_per_year,ruined
3.8,0.65,1.0,5,288,1089.09,18.64,59.5,4.12,18,94.0,False
3.8,0.65,1.0,5,400,939.4,21.04,59.9,8.87,17,92.0,False
3.8,0.65,1.0,10,150,1382.26,19.95,61.7,7.16,18,110.0,False
3.8,0.65,1.0,10,200,996.36,23.11,57.7,6.01,17,101.0,False
3.8,0.65,1.0,10,288,1171.85,22.27,59.5,4.68,16,106.0,False
3.8,0.65,1.0,10,400,1206.21,21.53,58.6,7.56,19,103.0,False
3.8,0.65,1.0,15,150,1267.3,18.09,62.1,6.49,19,115.0,False
3.8,0.65,1.0,15,200,1315.79,17.94,60.4,7.11,17,113.0,False
3.8,0.65,1.0,15,288,1047.57,16.92,55.9,7.13,18,115.0,False
3.8,0.65,1.0,15,400,1232.65,16.06,58.1,4.63,18,115.0,False
3.8,0.65,1.0,20,150,1330.34,17.66,54.6,9.31,17,119.0,False
3.8,0.65,1.0,20,200,695.68,19.86,57.7,7.68,16,112.0,False
3.8,0.65,1.0,20,288,754.95,26.27,56.4,4.22,17,120.0,False
3.8,0.65,1.0,20,400,1085.23,26.52,57.7,8.37,18,122.0,False
3.8,0.65,1.0,30,150,971.62,27.82,57.7,4.68,15,124.0,False
3.8,0.65,1.0,30,200,990.58,26.21,56.4,7.67,16,118.0,False
3.8,0.65,1.0,30,288,989.53,23.03,55.5,6.25,17,126.0,False
3.8,0.65,1.0,30,400,966.61,24.4,56.4,4.0,17,124.0,False
3.8,0.65,1.1,5,150,1250.89,23.76,58.1,6.17,19,97.0,False
3.8,0.65,1.1,5,200,1274.18,23.9,61.7,3.93,17,90.0,False
3.8,0.65,1.1,5,288,665.73,24.72,55.1,7.48,19,100.0,False
3.8,0.65,1.1,5,400,1024.5,18.16,57.7,5.05,17,102.0,False
3.8,0.65,1.1,10,150,655.14,31.41,55.1,5.7,16,113.0,False
3.8,0.65,1.1,10,200,1160.03,28.23,59.0,6.77,18,112.0,False
3.8,0.65,1.1,10,288,980.07,24.73,60.4,9.6,17,118.0,False
3.8,0.65,1.1,10,400,886.2,27.05,54.6,7.17,15,115.0,False
3.8,0.65,1.1,15,150,701.36,22.26,54.2,7.01,16,125.0,False
3.8,0.65,1.1,15,200,1346.11,16.51,55.9,4.78,18,124.0,False
3.8,0.65,1.1,15,288,992.67,24.59,56.8,6.79,19,125.0,False
3.8,0.65,1.1,15,400,623.78,22.55,53.3,4.7,15,126.0,False
3.8,0.65,1.1,20,150,914.93,24.08,58.1,6.06,17,125.0,False
3.8,0.65,1.1,20,200,961.79,23.01,55.9,9.24,17,128.0,False
3.8,0.65,1.1,20,288,654.39,32.61,54.2,5.62,16,139.0,False
3.8,0.65,1.1,20,400,977.31,41.04,55.1,5.06,16,134.0,False
3.8,0.65,1.1,30,150,595.67,30.95,51.5,6.73,15,136.0,False
3.8,0.65,1.1,30,200,790.48,33.34,55.1,7.86,17,134.0,False
3.8,0.65,1.1,30,288,730.75,36.82,48.9,2.14,14,136.0,False
3.8,0.65,1.1,30,400,945.14,28.61,53.7,6.17,15,142.0,False
3.8,0.65,1.2,5,150,756.13,23.71,56.8,5.85,16,102.0,False
3.8,0.65,1.2,5,200,620.36,23.71,55.1,8.91,15,104.0,False
3.8,0.65,1.2,5,288,684.15,24.67,56.4,4.83,17,111.0,False
3.8,0.65,1.2,5,400,592.25,24.8,58.1,6.48,16,107.0,False
3.8,0.65,1.2,10,150,501.43,28.04,52.9,4.35,16,120.0,False
3.8,0.65,1.2,10,200,825.02,18.65,55.9,4.05,18,116.0,False
3.8,0.65,1.2,10,288,614.61,23.63,51.1,7.4,19,121.0,False
3.8,0.65,1.2,10,400,780.69,24.06,56.4,4.3,17,121.0,False
3.8,0.65,1.2,15,150,597.86,23.31,52.0,5.24,17,131.0,False
3.8,0.65,1.2,15,200,651.39,23.98,56.8,10.18,17,126.0,False
3.8,0.65,1.2,15,288,541.88,27.53,52.0,3.38,16,136.0,False
3.8,0.65,1.2,15,400,720.16,27.57,53.7,5.17,16,135.0,False
3.8,0.65,1.2,20,150,549.6,41.17,53.7,4.71,12,141.0,False
3.8,0.65,1.2,20,200,628.58,33.63,50.2,5.98,18,136.0,False
3.8,0.65,1.2,20,288,644.69,39.01,54.6,3.51,14,145.0,False
3.8,0.65,1.2,20,400,516.28,52.96,53.3,4.97,13,139.0,False
3.8,0.65,1.2,30,150,489.84,59.02,52.4,5.8,13,146.0,False
3.8,0.65,1.2,30,200,789.35,60.02,53.3,8.51,14,148.0,False
3.8,0.65,1.2,30,288,270.36,63.17,49.3,1.72,11,150.0,False
3.8,0.65,1.2,30,400,383.04,49.25,48.0,3.82,13,150.0,False
3.8,0.75,0.8,5,150,1143.72,20.86,56.4,8.91,16,68.0,False
3.8,0.75,0.8,5,200,1248.63,21.54,60.8,8.6,19,67.0,False
3.8,0.75,0.8,5,288,1276.53,20.11,58.1,5.73,19,64.0,False
3.8,0.75,0.8,5,400,1394.09,22.21,63.9,6.89,19,71.0,False
3.8,0.75,0.8,10,150,1868.23,19.33,67.4,6.44,19,78.0,False
3.8,0.75,0.8,10,200,1540.64,19.31,65.2,8.09,19,73.0,False
3.8,0.75,0.8,10,288,1885.3,18.86,69.6,6.54,19,76.0,False
3.8,0.75,0.8,10,400,1773.75,20.17,68.3,6.66,19,73.0,False
3.8,0.75,0.8,15,150,1498.39,19.85,63.9,5.95,19,79.0,False
3.8,0.75,0.8,15,200,1355.61,20.12,59.9,5.78,19,80.0,False
3.8,0.75,0.8,15,288,1519.58,19.79,68.3,7.08,19,79.0,False
3.8,0.75,0.8,15,400,1635.89,19.79,64.3,6.31,19,76.0,False
3.8,0.75,0.8,20,150,1371.84,15.33,66.1,6.8,18,84.0,False
3.8,0.75,0.8,20,200,1393.58,14.74,64.3,7.22,19,87.0,False
3.8,0.75,0.8,20,288,1623.47,18.56,65.2,6.89,19,87.0,False
3.8,0.75,0.8,20,400,1789.47,12.18,66.5,5.54,19,82.0,False
3.8,0.75,0.8,30,150,1519.31,18.84,64.8,8.5,19,82.0,False
3.8,0.75,0.8,30,200,1574.03,15.64,68.3,7.27,19,84.0,False
3.8,0.75,0.8,30,288,1260.86,14.81,63.9,9.75,18,85.0,False
3.8,0.75,0.8,30,400,1491.18,12.88,66.5,7.4,19,82.0,False
3.8,0.75,0.9,5,150,1367.11,20.73,59.9,8.79,18,78.0,False
3.8,0.75,0.9,5,200,1509.01,20.82,62.6,4.96,18,75.0,False
3.8,0.75,0.9,5,288,1010.54,21.8,60.8,8.77,18,81.0,False
3.8,0.75,0.9,5,400,954.78,21.06,57.3,8.74,19,79.0,False
3.8,0.75,0.9,10,150,1466.82,18.45,63.0,9.73,18,87.0,False
3.8,0.75,0.9,10,200,1634.12,20.16,64.3,6.37,18,85.0,False
3.8,0.75,0.9,10,288,1292.42,19.62,62.6,6.68,18,87.0,False
3.8,0.75,0.9,10,400,1418.91,19.84,62.1,7.4,19,83.0,False
3.8,0.75,0.9,15,150,1583.23,17.25,61.7,7.52,19,95.0,False
3.8,0.75,0.9,15,200,1264.7,17.99,60.8,5.36,19,97.0,False
3.8,0.75,0.9,15,288,1336.81,16.91,63.4,6.6,19,95.0,False
3.8,0.75,0.9,15,400,1561.6,18.63,61.2,4.06,19,95.0,False
3.8,0.75,0.9,20,150,1398.32,15.35,58.6,7.31,18,99.0,False
3.8,0.75,0.9,20,200,1269.07,25.05,59.9,8.44,17,97.0,False
3.8,0.75,0.9,20,288,963.39,24.11,60.4,5.12,17,101.0,False
3.8,0.75,0.9,20,400,1119.11,16.8,60.8,6.88,19,98.0,False
3.8,0.75,0.9,30,150,1464.23,18.39,66.1,8.0,18,97.0,False
3.8,0.75,0.9,30,200,1447.22,21.43,63.0,8.8,17,101.0,False
3.8,0.75,0.9,30,288,1158.9,17.68,60.4,7.13,16,103.0,False
3.8,0.75,0.9,30,400,1393.17,18.26,64.8,6.65,19,100.0,False
3.8,0.75,1.0,5,150,1052.03,21.13,58.6,8.67,16,88.0,False
3.8,0.75,1.0,5,200,1400.77,20.49,55.1,3.73,19,84.0,False
3.8,0.75,1.0,5,288,1058.01,20.77,56.8,6.88,18,86.0,False
3.8,0.75,1.0,5,400,1177.93,22.81,56.8,6.61,17,87.0,False
3.8,0.75,1.0,10,150,1562.46,21.21,65.2,7.75,19,105.0,False
3.8,0.75,1.0,10,200,1141.72,19.7,57.3,5.17,18,95.0,False
3.8,0.75,1.0,10,288,1266.64,21.51,63.9,5.53,18,98.0,False
3.8,0.75,1.0,10,400,1329.34,19.09,61.7,4.71,18,105.0,False
3.8,0.75,1.0,15,150,1125.6,18.61,58.6,5.92,18,108.0,False
3.8,0.75,1.0,15,200,1153.75,18.76,59.5,5.33,19,104.0,False
3.8,0.75,1.0,15,288,980.01,16.14,57.3,5.45,17,105.0,False
3.8,0.75,1.0,15,400,898.6,16.14,56.4,8.65,17,111.0,False
3.8,0.75,1.0,20,150,1430.48,17.84,62.6,7.98,18,112.0,False
3.8,0.75,1.0,20,200,1175.84,17.9,61.7,8.43,19,107.0,False
3.8,0.75,1.0,20,288,1010.06,26.51,58.1,2.9,15,111.0,False
3.8,0.75,1.0,20,400,965.5,31.2,54.2,5.72,15,105.0,False
3.8,0.75,1.0,30,150,1332.4,25.06,61.2,8.22,18,117.0,False
3.8,0.75,1.0,30,200,1268.72,24.85,60.8,6.96,17,114.0,False
3.8,0.75,1.0,30,288,940.69,21.13,59.0,6.79,18,116.0,False
3.8,0.75,1.0,30,400,1281.53,23.44,61.7,2.97,19,120.0,False
3.8,0.75,1.1,5,150,897.11,23.53,58.6,8.32,15,97.0,False
3.8,0.75,1.1,5,200,879.49,21.36,59.0,6.88,18,92.0,False
3.8,0.75,1.1,5,288,818.94,21.46,52.0,5.71,16,92.0,False
3.8,0.75,1.1,5,400,763.68,25.55,56.4,5.85,16,93.0,False
3.8,0.75,1.1,10,150,1090.63,20.23,58.1,6.94,19,111.0,False
3.8,0.75,1.1,10,200,921.91,19.99,53.3,6.35,17,103.0,False
3.8,0.75,1.1,10,288,840.53,20.57,56.8,6.09,17,111.0,False
3.8,0.75,1.1,10,400,1194.62,22.24,60.4,4.67,18,111.0,False
3.8,0.75,1.1,15,150,1263.37,20.49,61.7,8.07,17,122.0,False
3.8,0.75,1.1,15,200,992.82,25.66,63.9,7.6,17,115.0,False
3.8,0.75,1.1,15,288,1016.74,30.53,57.7,3.86,19,120.0,False
3.8,0.75,1.1,15,400,870.86,22.09,59.9,6.75,18,120.0,False
3.8,0.75,1.1,20,150,1137.36,21.05,59.0,3.92,18,124.0,False
3.8,0.75,1.1,20,200,993.47,17.41,56.8,6.37,16,116.0,False
3.8,0.75,1.1,20,288,1073.4,33.77,55.5,3.81,15,125.0,False
3.8,0.75,1.1,20,400,739.84,34.25,54.2,7.38,16,125.0,False
3.8,0.75,1.1,30,150,680.82,33.66,56.4,7.26,15,129.0,False
3.8,0.75,1.1,30,200,1216.5,32.84,59.9,7.78,17,130.0,False
3.8,0.75,1.1,30,288,515.61,30.26,54.6,8.09,13,132.0,False
3.8,0.75,1.1,30,400,674.64,22.94,53.3,6.29,15,134.0,False
3.8,0.75,1.2,5,150,509.54,19.83,52.9,4.61,15,94.0,False
3.8,0.75,1.2,5,200,613.3,26.48,55.5,2.63,13,91.0,False
3.8,0.75,1.2,5,288,751.37,19.78,54.2,7.6,16,99.0,False
3.8,0.75,1.2,5,400,487.28,23.86,51.5,4.68,17,101.0,False
3.8,0.75,1.2,10,150,790.95,23.65,55.9,10.06,18,117.0,False
3.8,0.75,1.2,10,200,769.69,19.25,59.5,7.21,19,113.0,False
3.8,0.75,1.2,10,288,773.69,34.3,56.4,7.76,18,116.0,False
3.8,0.75,1.2,10,400,570.93,24.8,53.7,6.42,16,115.0,False
3.8,0.75,1.2,15,150,879.81,24.79,55.5,7.7,17,127.0,False
3.8,0.75,1.2,15,200,1129.27,21.13,54.6,6.1,17,127.0,False
3.8,0.75,1.2,15,288,660.08,22.94,52.0,6.68,16,133.0,False
3.8,0.75,1.2,15,400,708.17,20.93,56.8,6.81,15,131.0,False
3.8,0.75,1.2,20,150,967.74,31.37,52.0,9.97,17,138.0,False
3.8,0.75,1.2,20,200,795.93,25.22,55.9,9.29,15,126.0,False
3.8,0.75,1.2,20,288,699.51,25.03,52.4,6.81,13,132.0,False
3.8,0.75,1.2,20,400,431.38,36.97,50.2,5.99,13,137.0,False
3.8,0.75,1.2,30,150,687.6,68.74,53.3,5.42,16,143.0,False
3.8,0.75,1.2,30,200,754.94,51.43,57.3,3.68,16,136.0,False
3.8,0.75,1.2,30,288,495.43,31.56,50.7,1.14,12,145.0,False
3.8,0.75,1.2,30,400,657.27,42.9,55.9,1.94,14,149.0,False
4.2,0.35,0.8,5,150,1431.36,16.48,56.8,8.26,18,78.0,False
4.2,0.35,0.8,5,200,1400.99,17.36,62.1,6.74,18,78.0,False
4.2,0.35,0.8,5,288,1224.38,20.96,57.3,8.52,18,82.0,False
4.2,0.35,0.8,5,400,1495.39,19.11,64.8,8.41,19,79.0,False
4.2,0.35,0.8,10,150,1412.76,19.21,61.2,8.95,18,90.0,False
4.2,0.35,0.8,10,200,1421.12,18.71,63.4,6.18,18,86.0,False
4.2,0.35,0.8,10,288,1349.01,19.06,62.6,5.44,19,86.0,False
4.2,0.35,0.8,10,400,1745.03,18.53,64.3,4.96,18,85.0,False
4.2,0.35,0.8,15,150,1300.07,18.04,63.4,9.29,18,92.0,False
4.2,0.35,0.8,15,200,1297.02,18.42,56.8,7.72,18,93.0,False
4.2,0.35,0.8,15,288,1061.93,17.28,58.1,4.81,18,90.0,False
4.2,0.35,0.8,15,400,1697.5,19.31,60.8,6.28,19,93.0,False
4.2,0.35,0.8,20,150,1161.35,15.37,58.6,8.71,17,92.0,False
4.2,0.35,0.8,20,200,1276.53,15.36,59.5,5.66,17,99.0,False
4.2,0.35,0.8,20,288,1339.9,15.36,60.4,6.84,18,101.0,False
4.2,0.35,0.8,20,400,1611.61,15.71,63.4,8.24,18,94.0,False
4.2,0.35,0.8,30,150,1237.37,17.49,59.0,8.48,18,99.0,False
4.2,0.35,0.8,30,200,1269.49,13.16,60.4,8.52,18,107.0,False
4.2,0.35,0.8,30,288,1024.63,17.2,54.2,9.05,18,100.0,False
4.2,0.35,0.8,30,400,1349.21,17.53,63.0,6.78,18,99.0,False
4.2,0.35,0.9,5,150,1119.24,25.41,66.1,5.94,19,96.0,False
4.2,0.35,0.9,5,200,798.17,23.81,56.8,6.58,17,87.0,False
4.2,0.35,0.9,5,288,1403.98,21.38,63.4,6.51,19,89.0,False
4.2,0.35,0.9,5,400,1012.41,21.38,58.1,4.82,18,92.0,False
4.2,0.35,0.9,10,150,968.43,18.42,58.1,9.2,18,104.0,False
4.2,0.35,0.9,10,200,931.74,17.98,58.6,6.82,16,102.0,False
4.2,0.35,0.9,10,288,1018.48,17.55,56.8,7.34,17,99.0,False
4.2,0.35,0.9,10,400,1256.82,19.78,61.7,8.4,18,103.0,False
4.2,0.35,0.9,15,150,1302.22,18.89,53.3,6.66,16,108.0,False
4.2,0.35,0.9,15,200,1039.35,17.96,57.3,4.89,17,104.0,False
4.2,0.35,0.9,15,288,968.9,18.47,59.0,10.32,16,109.0,False
4.2,0.35,0.9,15,400,1015.6,18.18,57.3,4.91,18,109.0,False
4.2,0.35,0.9,20,150,978.18,18.3,59.5,7.07,17,115.0,False
4.2,0.35,0.9,20,200,1120.46,17.31,57.3,7.04,18,112.0,False
4.2,0.35,0.9,20,288,1043.83,17.12,60.8,9.04,17,115.0,False
4.2,0.35,0.9,20,400,1184.29,18.08,57.7,6.47,17,112.0,False
4.2,0.35,0.9,30,150,756.41,27.64,52.9,4.71,15,116.0,False
4.2,0.35,0.9,30,200,1103.58,26.4,54.6,4.94,18,120.0,False
4.2,0.35,0.9,30,288,967.11,15.03,54.6,7.45,16,124.0,False
4.2,0.35,0.9,30,400,867.86,17.66,52.4,3.54,14,123.0,False
4.2,0.35,1.0,5,150,778.79,25.73,56.4,9.2,17,107.0,False
4.2,0.35,1.0,5,200,1126.98,26.62,61.2,7.74,17,92.0,False
4.2,0.35,1.0,5,288,1071.28,21.38,57.3,7.85,19,94.0,False
4.2,0.35,1.0,5,400,1047.55,26.16,54.6,5.69,16,102.0,False
4.2,0.35,1.0,10,150,814.72,18.8,55.9,5.13,17,118.0,False
4.2,0.35,1.0,10,200,872.53,19.56,55.1,4.59,17,110.0,False
4.2,0.35,1.0,10,288,928.98,20.57,57.7,5.51,18,116.0,False
4.2,0.35,1.0,10,400,893.59,17.66,54.2,6.59,17,121.0,False
4.2,0.35,1.0,15,150,993.43,21.52,53.3,6.38,16,125.0,False
4.2,0.35,1.0,15,200,972.27,19.13,52.9,4.05,16,114.0,False
4.2,0.35,1.0,15,288,832.0,21.05,55.1,2.76,16,123.0,False
4.2,0.35,1.0,15,400,1147.13,21.42,59.0,5.47,14,118.0,False
4.2,0.35,1.0,20,150,871.74,18.35,57.7,1.85,17,130.0,False
4.2,0.35,1.0,20,200,674.09,18.35,49.8,9.3,16,126.0,False
4.2,0.35,1.0,20,288,752.65,29.35,53.7,4.64,17,129.0,False
4.2,0.35,1.0,20,400,833.85,24.87,55.9,5.35,17,130.0,False
4.2,0.35,1.0,30,150,761.86,33.82,53.3,6.71,15,130.0,False
4.2,0.35,1.0,30,200,414.55,34.02,49.8,4.21,14,131.0,False
4.2,0.35,1.0,30,288,895.45,19.5,50.7,3.21,14,140.0,False
4.2,0.35,1.0,30,400,978.0,16.3,55.1,6.05,16,136.0,False
4.2,0.35,1.1,5,150,852.04,26.19,56.4,5.73,17,110.0,False
4.2,0.35,1.1,5,200,767.11,24.56,53.3,8.69,17,108.0,False
4.2,0.35,1.1,5,288,768.63,27.01,54.2,7.56,17,109.0,False
4.2,0.35,1.1,5,400,557.88,22.88,53.7,3.84,14,109.0,False
4.2,0.35,1.1,10,150,1021.4,18.43,57.7,6.41,19,126.0,False
4.2,0.35,1.1,10,200,929.43,18.41,58.1,6.55,17,121.0,False
4.2,0.35,1.1,10,288,842.4,22.07,52.4,5.28,17,127.0,False
4.2,0.35,1.1,10,400,969.61,19.54,54.2,3.17,17,128.0,False
4.2,0.35,1.1,15,150,755.3,24.1,53.3,6.76,17,132.0,False
4.2,0.35,1.1,15,200,727.36,22.31,53.3,4.89,18,129.0,False
4.2,0.35,1.1,15,288,490.26,29.43,55.1,1.21,16,133.0,False
4.2,0.35,1.1,15,400,545.55,31.01,52.0,7.06,14,136.0,False
4.2,0.35,1.1,20,150,558.0,44.58,52.4,3.53,16,143.0,False
4.2,0.35,1.1,20,200,521.08,43.94,50.7,1.39,15,132.0,False
4.2,0.35,1.1,20,288,542.14,39.68,50.2,1.31,14,143.0,False
4.2,0.35,1.1,20,400,757.34,42.59,52.0,5.43,15,145.0,False
4.2,0.35,1.1,30,150,456.55,66.85,49.8,1.53,13,146.0,False
4.2,0.35,1.1,30,200,545.7,53.94,54.2,2.97,13,145.0,False
4.2,0.35,1.1,30,288,223.67,50.31,50.2,1.14,11,151.0,False
4.2,0.35,1.1,30,400,421.61,46.39,46.7,0.17,10,153.0,False
4.2,0.35,1.2,5,150,564.09,25.18,54.6,4.15,13,119.0,False
4.2,0.35,1.2,5,200,741.34,30.58,54.6,5.65,17,117.0,False
4.2,0.35,1.2,5,288,605.73,24.97,52.9,3.18,16,116.0,False
4.2,0.35,1.2,5,400,432.25,44.08,51.5,4.56,14,115.0,False
4.2,0.35,1.2,10,150,775.79,24.85,54.2,5.32,16,139.0,False
4.2,0.35,1.2,10,200,498.21,31.81,52.9,2.59,14,132.0,False
4.2,0.35,1.2,10,288,496.09,26.01,49.8,4.86,14,142.0,False
4.2,0.35,1.2,10,400,746.93,28.71,51.1,4.88,17,146.0,False
4.2,0.35,1.2,15,150,609.63,40.47,49.8,5.97,15,146.0,False
4.2,0.35,1.2,15,200,688.5,49.1,51.1,6.58,17,141.0,False
4.2,0.35,1.2,15,288,347.37,40.87,51.1,1.59,13,148.0,False
4.2,0.35,1.2,15,400,341.64,53.87,44.9,3.27,14,144.0,False
4.2,0.35,1.2,20,150,494.55,52.05,52.4,3.71,13,154.0,False
4.2,0.35,1.2,20,200,386.79,51.91,49.3,2.65,12,145.0,False
4.2,0.35,1.2,20,288,257.17,63.82,48.0,0.56,12,155.0,False
4.2,0.35,1.2,20,400,284.46,59.46,47.1,-0.92,7,155.0,False
4.2,0.35,1.2,30,150,268.72,63.97,50.2,1.07,11,158.0,False
4.2,0.35,1.2,30,200,331.53,68.5,47.6,5.6,12,154.0,False
4.2,0.35,1.2,30,288,218.61,109.91,46.3,8.97,10,164.0,True
4.2,0.35,1.2,30,400,343.48,64.0,48.5,3.07,15,164.0,False
4.2,0.45,0.8,5,150,1353.2,19.71,59.5,6.14,18,75.0,False
4.2,0.45,0.8,5,200,1579.49,19.56,63.4,7.66,18,71.0,False
4.2,0.45,0.8,5,288,1510.55,18.15,60.8,5.44,17,74.0,False
4.2,0.45,0.8,5,400,1525.11,17.82,66.5,4.06,19,74.0,False
4.2,0.45,0.8,10,150,1551.56,18.67,63.4,4.35,19,83.0,False
4.2,0.45,0.8,10,200,1458.67,18.72,63.4,7.4,19,80.0,False
4.2,0.45,0.8,10,288,1370.09,19.16,62.6,7.74,18,83.0,False
4.2,0.45,0.8,10,400,1251.58,18.42,62.6,6.16,19,79.0,False
4.2,0.45,0.8,15,150,1350.19,24.22,59.9,7.73,18,84.0,False
4.2,0.45,0.8,15,200,1377.44,20.74,65.6,2.85,18,86.0,False
4.2,0.45,0.8,15,288,1622.0,23.2,63.4,5.8,19,89.0,False
4.2,0.45,0.8,15,400,1818.32,18.47,63.9,9.1,18,85.0,False
4.2,0.45,0.8,20,150,1656.59,17.08,65.6,8.41,19,87.0,False
4.2,0.45,0.8,20,200,1241.91,17.55,60.4,6.16,18,91.0,False
4.2,0.45,0.8,20,288,1600.33,16.3,65.6,5.8,17,94.0,False
4.2,0.45,0.8,20,400,1838.56,19.15,68.3,8.3,19,86.0,False
4.2,0.45,0.8,30,150,1957.29,11.72,64.3,7.01,17,92.0,False
4.2,0.45,0.8,30,200,1313.56,12.86,61.7,7.34,18,96.0,False
4.2,0.45,0.8,30,288,1383.07,12.85,63.9,9.35,18,95.0,False
4.2,0.45,0.8,30,400,1636.23,11.56,63.9,4.51,19,94.0,False
4.2,0.45,0.9,5,150,1139.17,18.23,59.5,5.91,19,88.0,False
4.2,0.45,0.9,5,200,1335.77,19.45,60.8,5.97,18,82.0,False
4.2,0.45,0.9,5,288,1197.52,19.01,59.5,7.13,18,88.0,False
4.2,0.45,0.9,5,400,1252.3,18.19,59.9,6.05,16,85.0,False
4.2,0.45,0.9,10,150,1447.58,17.46,59.9,5.21,18,95.0,False
4.2,0.45,0.9,10,200,1445.3,17.41,60.8,6.75,19,91.0,False
4.2,0.45,0.9,10,288,1231.99,17.62,62.1,10.04,19,97.0,False
4.2,0.45,0.9,10,400,1446.71,19.41,65.2,8.24,17,93.0,False
4.2,0.45,0.9,15,150,1125.81,25.42,59.0,5.89,18,99.0,False
4.2,0.45,0.9,15,200,1279.9,23.45,54.2,5.08,19,99.0,False
4.2,0.45,0.9,15,288,1168.07,24.46,55.9,6.21,17,101.0,False
4.2,0.45,0.9,15,400,1202.41,24.15,60.4,2.68,18,101.0,False
4.2,0.45,0.9,20,150,1181.39,16.22,60.8,7.75,17,104.0,False
4.2,0.45,0.9,20,200,1317.08,18.2,61.7,7.74,16,107.0,False
4.2,0.45,0.9,20,288,1452.06,15.92,63.4,6.83,19,107.0,False
4.2,0.45,0.9,20,400,1227.19,19.82,59.9,3.86,19,103.0,False
4.2,0.45,0.9,30,150,861.99,22.14,53.3,5.03,18,105.0,False
4.2,0.45,0.9,30,200,1025.62,25.19,61.7,7.31,17,113.0,False
4.2,0.45,0.9,30,288,1196.27,19.12,63.0,7.63,18,115.0,False
4.2,0.45,0.9,30,400,1190.59,17.04,59.5,5.25,19,113.0,False
4.2,0.45,1.0,5,150,1139.3,23.43,55.9,9.19,17,97.0,False
4.2,0.45,1.0,5,200,1192.03,23.85,58.1,9.07,18,94.0,False
4.2,0.45,1.0,5,288,1185.74,21.35,59.9,6.41,19,92.0,False
4.2,0.45,1.0,5,400,1380.39,18.17,61.2,7.26,18,99.0,False
4.2,0.45,1.0,10,150,1135.44,17.11,57.3,5.9,18,111.0,False
4.2,0.45,1.0,10,200,1220.73,17.88,58.1,5.11,19,100.0,False
4.2,0.45,1.0,10,288,1452.4,17.83,61.7,9.52,18,112.0,False
4.2,0.45,1.0,10,400,1222.8,18.54,56.8,7.51,19,111.0,False
4.2,0.45,1.0,15,150,1038.08,26.72,57.7,2.36,13,111.0,False
4.2,0.45,1.0,15,200,1040.14,21.52,57.7,4.96,18,109.0,False
4.2,0.45,1.0,15,288,997.62,24.21,53.3,5.07,18,116.0,False
4.2,0.45,1.0,15,400,1133.11,24.32,61.7,5.44,18,119.0,False
4.2,0.45,1.0,20,150,1058.5,19.36,55.1,7.47,18,125.0,False
4.2,0.45,1.0,20,200,1193.7,20.0,57.3,7.33,18,115.0,False
4.2,0.45,1.0,20,288,966.03,28.19,60.8,4.9,15,122.0,False
4.2,0.45,1.0,20,400,902.12,21.89,57.7,6.85,17,121.0,False
4.2,0.45,1.0,30,150,938.29,23.82,56.4,8.9,19,128.0,False
4.2,0.45,1.0,30,200,1059.42,23.62,59.5,8.16,18,124.0,False
4.2,0.45,1.0,30,288,823.88,21.14,50.7,2.33,15,130.0,False
4.2,0.45,1.0,30,400,517.67,31.45,52.9,6.35,16,125.0,False
4.2,0.45,1.1,5,150,770.37,28.43,55.1,4.75,13,106.0,False
4.2,0.45,1.1,5,200,1166.59,22.54,60.4,4.7,17,101.0,False
4.2,0.45,1.1,5,288,834.25,27.36,55.1,4.27,16,104.0,False
4.2,0.45,1.1,5,400,418.69,22.63,48.5,4.3,15,104.0,False
4.2,0.45,1.1,10,150,1069.89,24.05,58.1,6.37,16,119.0,False
4.2,0.45,1.1,10,200,741.55,19.11,54.2,6.57,17,114.0,False
4.2,0.45,1.1,10,288,683.65,24.4,53.3,3.07,17,124.0,False
4.2,0.45,1.1,10,400,767.74,21.72,54.2,5.55,17,121.0,False
4.2,0.45,1.1,15,150,938.03,26.94,58.6,6.22,18,128.0,False
4.2,0.45,1.1,15,200,976.96,33.21,59.5,3.84,17,122.0,False
4.2,0.45,1.1,15,288,768.94,33.46,48.9,6.05,14,130.0,False
4.2,0.45,1.1,15,400,951.14,35.16,55.5,4.57,15,129.0,False
4.2,0.45,1.1,20,150,678.7,24.89,54.6,4.21,17,136.0,False
4.2,0.45,1.1,20,200,487.25,29.88,49.3,7.27,18,126.0,False
4.2,0.45,1.1,20,288,484.55,34.63,52.0,4.25,15,138.0,False
4.2,0.45,1.1,20,400,783.88,30.09,53.7,6.02,15,134.0,False
4.2,0.45,1.1,30,150,894.46,62.83,52.4,2.39,16,144.0,False
4.2,0.45,1.1,30,200,537.42,40.72,48.9,0.65,14,135.0,False
4.2,0.45,1.1,30,288,477.83,50.86,53.7,4.57,12,145.0,False
4.2,0.45,1.1,30,400,526.13,58.58,52.0,4.65,14,143.0,False
4.2,0.45,1.2,5,150,781.98,27.1,55.9,8.18,16,116.0,False
4.2,0.45,1.2,5,200,864.2,25.38,52.4,5.68,15,107.0,False
4.2,0.45,1.2,5,288,699.84,31.66,54.2,7.15,16,110.0,False
4.2,0.45,1.2,5,400,566.86,27.79,49.8,4.55,14,112.0,False
4.2,0.45,1.2,10,150,579.27,29.36,54.6,6.12,15,124.0,False
4.2,0.45,1.2,10,200,1052.1,17.14,54.2,5.93,16,122.0,False
